,Author,Sentence
8745,4,"So Versh said he wouldn't, and they let him.""Now I guess you're satisfied."" Quentin said."
8746,4,"""We'll both get whipped now.""""I dont care."" Caddy said."
8747,4,"""I'll run away.""""Yes you will."" Quentin said.""I'll run away and never come back."" Caddy said."
8748,4,"I began to cry.Caddy turned around and said ""Hush"" So I hushed."
8749,4,Then they played in the branch.
8750,4,Jason was playing too.
8751,4,He was by himself further down the branch.
8752,4,Versh came around the bush and lifted me down into the water again.
8753,4,"Caddy was all wet and muddy behind, and I started to cry and she came and squatted in the water.""Hush now."" she said."
8754,4,"""I'm not going to run away."" So I hushed."
8755,4,"Caddy smelled like trees in the rain.19.6What is the matter with you, Luster said."
8756,4,Cant you get done with that moaning and play in the branch like folks.Whyn't you take him on home.
8757,4,"Didn't they told you not to take him off the place.He still think they own this pasture, Luster said."
8758,4,"Cant nobody see down here from the house, noways.We can."
8759,4,And folks dont like to look at a looney.
8760,4,"Taint no luck in it.1.2Roskus came and said to come to supper and Caddy said it wasn't supper time yet.""Yes tis."" Roskus said."
8761,4,"""Dilsey say for you all to come on to the house."
8762,4,"Bring them on, Versh."" He went up the hill, where the cow was lowing.""Maybe we'll be dry by the time we get to the house."" Quentin said.""It was all your fault."" Caddy said."
8763,4,"""I hope we do get whipped."" She put her dress on and Versh buttoned it.""They wont know you got wet."" Versh said."
8764,4,"""It dont show on you."
8765,4,"Less me and Jason tells.""""Are you going to tell, Jason."" Caddy said.""Tell on who."" Jason said.""He wont tell."" Quentin said."
8766,4,"""Will you, Jason.""""I bet he does tell."" Caddy said."
8767,4,"""He'll tell Damuddy.""""He cant tell her."" Quentin said."
8768,4,"""She's sick."
8769,4,"If we walk slow it'll be too dark for them to see.""""I dont care whether they see or not."" Caddy said."
8770,4,"""I'm going to tell, myself."
8771,4,"You carry him up the hill, Versh.""""Jason wont tell."" Quentin said."
8772,4,"""You remember that bow and arrow I made you, Jason.""""It's broke now."" Jason said.""Let him tell."" Caddy said."
8773,4,"""I dont give a cuss."
8774,4,"Carry Maury up the hill, Versh."" Versh squatted and I got on his back.19.7See you all at the show tonight, Luster said."
8775,4,"Come on, here."
8776,4,"We got to find that quarter.1.3""If we go slow, it'll be dark when we get there."" Quentin said.""I'm not going slow."" Caddy said."
8777,4,"We went up the hill, but Quentin didn't come."
8778,4,He was down at the branch when we got to where we could smell the pigs.
8779,4,They were grunting and snuffing in the trough in the comer.
8780,4,"Jason came behind us, with his hands in his pockets."
8781,4,"Roskus was milking the cow in the barn door.10.1The cows came jumping out of the barn.""Go on."" T.P."
8782,4,said.
8783,4,"""Holler again."
8784,4,I going to holler myself.
8785,4,"Whooey."" Quentin kicked T.P."
8786,4,again.
8787,4,He kicked T.P.
8788,4,into the trough where the pigs ate and T.P.
8789,4,lay there.
8790,4,"""Hot dog."" T.P."
8791,4,said.
8792,4,"""Didn't he get me then."
8793,4,You see that white man kick me that time.
8794,4,"Whooey.""I wasn't crying, but I couldn't stop."
8795,4,"I wasn't crying, but the ground wasn't still, and then I was crying."
8796,4,The ground kept sloping up and the cows ran up the hill.
8797,4,T.P.
8798,4,tried to get up.
8799,4,He fell down again and the cows ran down the hill.
8800,4,Quentin held my arm and we went toward the barn.
8801,4,Then the barn wasn't there and we had to wait until it came back.
8802,4,I didn't see it come back.
8803,4,It came behind us and Quentin set me down in the trough where the cows ate.
8804,4,I held on to it.
8805,4,"It was going away too, and I held to it."
8806,4,"The cows ran down the hill again, across the door."
8807,4,I couldn't stop.
8808,4,Quentin and T.P.
8809,4,"came up the hill, fighting."
8810,4,T.P.
8811,4,was falling down the hill and Quentin dragged him up the hill.
8812,4,Quentin hit T.P.
8813,4,"I couldn't stop.""Stand up."" Quentin said."
8814,4,"""You stay right here."
8815,4,"Dont you go away until I get back.""""Me and Benjy going back to the wedding."" T.P."
8816,4,said.
8817,4,"""Whooey.""Quentin hit T.P."
8818,4,again.
8819,4,Then he began to thump T.P.
8820,4,against the wall T.P.
8821,4,was laughing.
8822,4,"Every time Quentin thumped him against the wall he tried to say Whooey, but he couldn't say it for laughing."
8823,4,"I quit crying, but I couldn't stop."
8824,4,T.P.
8825,4,fell on me and the barn door went away.
8826,4,It went down the hill and T.P.
8827,4,was fighting by himself and he fell down again.
8828,4,"He was still laughing, and I couldn't stop, and I tried to get up and I fell down, and I couldn't stop."
8829,4,"Versh said,""You sho done it now."
8830,4,I'll declare if you aint.
8831,4,"Shut up that yelling.""T.P."
8832,4,was still laughing.
8833,4,He flopped on the door and laughed.
8834,4,"""Whooey."" he said."
8835,4,"""Me and Benjy going back to the wedding."
8836,4,"Sassprilluh."" T.P."
8837,4,"said.""Hush."" Versh said."
8838,4,"""Where you get it.""""Out the cellar."" T.P."
8839,4,said.
8840,4,"""Whooey.""""Hush up."" Versh said."
8841,4,"""Where bouts in the cellar.""""Anywhere."" T.P."
8842,4,said.
8843,4,He laughed some more.
8844,4,"""Moren a hundred boftles lef."
8845,4,Moren a million.
8846,4,"Look out, nigger, I going to holler.""Quentin said, ""Lift him up.""Versh lifted me up.""Drink this, Benjy."" Quentin said."
8847,4,The glass was hot.
8848,4,"""Hush, now."" Quentin said."
8849,4,"""Drink it.""""Sassprilluh."" T.P."
8850,4,said.
8851,4,"""Lemme drink it, Mr Quentin.""""You shut your mouth."" Versh said."
8852,4,"""Mr Quentin wear you out.""""Hold him, Versh."" Quentin said.They held me."
8853,4,It was hot on my chin and on my shirt.
8854,4,"""Drink."" Quentin said."
8855,4,They held my head.
8856,4,"It was hot inside me, and I began again."
8857,4,"I was crying now, and something was happening inside me and I cried more, and they held me until it stopped happening."
8858,4,Then I hushed.
8859,4,"It was still going around, and then the shapes began."
8860,4,"Open the crib, Versh."
8861,4,They were going slow.
8862,4,Spread those empty sacks on the floor.
8863,4,"They were going faster, almost fast enough."
8864,4,Now.
8865,4,Pick up his feet.
8866,4,"They went on, smooth and bright."
8867,4,I could hear T.P.
8868,4,laughing.
8869,4,"I went on with them, up the bright hill.1.4At the top of the hill Versh put me down."
8870,4,"""Come on here, Quentin."" he called, looking back down the hill."
8871,4,Quentin was still standing there by the branch.
8872,4,"He was chunking into the shadows where the branch was.""Let the old skizzard stay there."" Caddy said."
8873,4,She took my hand and we went on past the barn and through the gate.
8874,4,"There was a frog on the brick walk, squatting in the middle of it."
8875,4,"Caddy stepped over it and pulled me on.""Come on, Maury."" she said."
8876,4,"It still squatted there until Jason poked at it with his toe.""He'll make a wart on you."" Versh said."
8877,4,"The frog hopped away.""Come on, Maury."" Caddy said.""They got company tonight."" Versh said.""How do you know."" Caddy said.""With all them lights on."" Versh said."
8878,4,"""Light in every window.""""I reckon we can turn all the lights on without company, if we want to."" Caddy said.""I bet it's company."
8879,4,""" Versh said."
8880,4,"""You all befter go in the back and slip upstairs.""""I dont care."" Caddy said."
8881,4,"""I'll walk right in the parlor where they are.""I bet your pappy whip you if you do."" Versh said.""I dont care."" Caddy said."
8882,4,"""I'll walk right in the parlor."
8883,4,"I'll walk right in the dining room and eat supper.""""Where you sit."" Versh said.""I'd sit in Damuddy's chair."" Caddy said."
8884,4,"""She eats in bed.""""I'm hungry."
8885,4,""" Jason said."
8886,4,He passed us and ran on up the walk.
8887,4,He had his hands in his pockets and he fell down.
8888,4,"Versh went and picked him up.""If you keep them hands out your pockets, you could stay on your feet."" Versh said."
8889,4,"""You cant never get them out in time to catch yourself, fat as you is.""Father was standing by the kitchen steps.""Where's Quentin."" he said.""He coming up the walk."" Versh said."
8890,4,Quentin was coming slow.
8891,4,"His shirt was a white blur.""Oh."" Father said."
8892,4,"Light fell down the steps, on him.""Caddy and Quentin threw water on each other."
8893,4,""" Jason said.We waited.""They did."" Father said."
8894,4,"Quentin came, and Father said, ""You can eat supper in the kitchen tonight."" He stooped and took me up, and the light came tumbling down the steps on me too, and I could look down at Caddy and Jason and Quentin and Versh."
8895,4,Father turned toward the steps.
8896,4,"""You must be quiet, though."" he said.""Why must we be quiet, Father."" Caddy said."
8897,4,"""Have we got company.""Yes."" Father said.""I told you they was company."" Versh said.""You did not."" Caddy said."
